158,0,DTSCH,15,1000,0,TRUE,4
110,0,DTSCH,25,1000,0,TRUE,6
126,0,DTSCH,25,1000,0,TRUE,12
109,0,DTSCH,25,1000,0,TRUE,6
25,0,DTSCH,25,1000,0,TRUE,10
108,0,DTSCH,25,1000,0,TRUE,12
0,282,DTSCH,25,1000,0,TRUE,6
122,0,DTSCH,20,1000,0,TRUE,14
160,0,DTSCH,25,1000,0,TRUE,4
107,0,DTSCH,25,1000,0,TRUE,10
0,299,DTSCH,25,1000,0,TRUE,16
27,0,DTSCH,25,1000,0,TRUE,8
105,0,DTSCH,25,1000,0,TRUE,12
159,0,DTSCH,25,1000,0,TRUE,4
0,99,DTSCH,25,1000,0,TRUE,14
0,298,DTSCH,25,1000,0,TRUE,16
106,0,DTSCH,25,1000,0,TRUE,10
157,0,DTSCH,25,1000,0,TRUE,6
0,252,DTSCH,25,1000,0,TRUE,4
48,0,DTSCH,25,1000,0,TRUE,8
22,0,DTSCH,25,1000,0,TRUE,16
49,0,DTSCH,25,1000,0,TRUE,14
0,251,DTSCH,25,1000,0,TRUE,4
130,0,DTSCH,5,1000,0,TRUE,10
239,0,DTSCH,25,1000,0,TRUE,6
130,0,DTSCH,5,1000,0,TRUE,10
0,47,DTSCH,25,1000,0,TRUE,8
0,84,DTSCH,10,1000,0,TRUE,12
297,0,DTSCH,25,1000,0,TRUE,16
277,0,DTSCH,25,1000,0,TRUE,14
0,45,DTSCH,25,1000,0,TRUE,6
9,0,DTSCH,10,1000,0,TRUE,10
187,0,DTSCH,10,1000,0,TRUE,4
300,0,DTSCH,25,1000,0,TRUE,16
279,0,DTSCH,15,1000,0,TRUE,12
10,0,DTSCH,20,1000,0,TRUE,8
0,238,DTSCH,25,1000,0,TRUE,6
0,97,DTSCH,25,1000,0,TRUE,14
0,112,EURUSD,25,1000,0,TRUE,13
0,196,DTSCH,15,1000,0,TRUE,4
61,0,DTSCH,25,1000,0,TRUE,2
0,104,DTSCH,10,1000,0,TRUE,10
207,0,EURUSD,25,1000,0,TRUE,11
28,0,EURUSD,25,1000,0,TRUE,7
0,79,EURUSD,10,1000,0,TRUE,15
56,0,DTSCH,25,1000,0,TRUE,6
0,50,DTSCH,25,1000,0,TRUE,12
206,0,EURUSD,25,1000,0,TRUE,9
66,0,DTSCH,15,1000,0,TRUE,8
62,0,DTSCH,25,1000,0,TRUE,2
16,0,DTSCH,15,1000,0,TRUE,10
188,0,DTSCH,15,1000,0,TRUE,4
261,0,DTSCH,25,1000,0,TRUE,14
0,127,EURUSD,25,1000,0,TRUE,13
51,0,DTSCH,25,1000,0,TRUE,12
54,0,DTSCH,25,1000,0,TRUE,6
0,80,EURUSD,15,1000,0,TRUE,15
0,83,DTSCH,20,1000,0,TRUE,16
0,281,DTSCH,25,1000,0,TRUE,10
182,0,DTSCH,25,1000,0,TRUE,8
23,0,EURUSD,25,1000,0,TRUE,11
208,0,DTSCH,25,1000,0,TRUE,4
263,0,EURUSD,25,1000,0,TRUE,3
65,0,DTSCH,5,1000,0,TRUE,2
0,55,DTSCH,25,1000,0,TRUE,6
14,0,EURUSD,25,1000,0,TRUE,7
0,59,EURUSD,25,1000,0,TRUE,13
167,0,EURUSD,25,1000,0,TRUE,9
247,0,EURUSD,25,1000,0,TRUE,1
3,0,DTSCH,25,1000,0,TRUE,14
0,209,DTSCH,25,1000,0,TRUE,10
21,0,DTSCH,25,1000,0,TRUE,16
26,0,EURUSD,25,1000,0,TRUE,5
1,125,DTSCH,10,1000,0,TRUE,12
85,0,EURUSD,25,1000,0,TRUE,3
68,0,DTSCH,5,1000,0,TRUE,2
0,46,DTSCH,25,1000,0,TRUE,6
205,0,DTSCH,25,1000,0,TRUE,4
53,0,DTSCH,10,1000,0,TRUE,8
246,25,EURUSD,25,1000,0,TRUE,1
0,78,EURUSD,15,1000,0,TRUE,15
27,0,EURUSD,25,1000,0,TRUE,5
32,0,EURUSD,15,1000,0,TRUE,7
0,24,EURUSD,25,1000,0,TRUE,13
262,0,DTSCH,25,1000,0,TRUE,14
0,73,DTSCH,25,1000,0,TRUE,6
134,0,DTSCH,25,1000,0,TRUE,10
95,0,DTSCH,25,1000,0,TRUE,2
0,34,EURUSD,25,1000,0,TRUE,3
88,0,EURUSD,25,1000,0,TRUE,1
264,0,EURUSD,25,1000,0,TRUE,5
0,152,DTSCH,10,1000,0,TRUE,4
4,0,DTSCH,25,1000,0,TRUE,12
168,0,EURUSD,25,1000,0,TRUE,9
204,0,DTSCH,25,1000,0,TRUE,6
35,0,DTSCH,25,1000,0,TRUE,2
0,295,DTSCH,15,1000,0,TRUE,16
0,57,EURUSD,25,1000,0,TRUE,15
246,0,EURUSD,25,1000,0,TRUE,1
140,0,EURUSD,25,1000,0,TRUE,13
201,0,EURUSD,5,1000,0,TRUE,7
0,82,EURUSD,15,1000,0,TRUE,11
90,0,DTSCH,25,1000,0,TRUE,10
2,0,DTSCH,25,1000,0,TRUE,14
0,33,EURUSD,25,1000,0,TRUE,5
0,150,DTSCH,5,1000,0,TRUE,4
203,0,DTSCH,15,1000,0,TRUE,8
293,0,DTSCH,25,1000,0,TRUE,16
0,235,EURUSD,25,1000,0,TRUE,1
36,0,DTSCH,5,1000,0,TRUE,2
89,0,DTSCH,25,1000,0,TRUE,6
0,100,EURUSD,25,1000,0,TRUE,15
181,0,DTSCH,25,1000,0,TRUE,12
0,58,EURUSD,25,1000,0,TRUE,13
6,0,EURUSD,25,1000,0,TRUE,5
42,0,DTSCH,15,1000,0,TRUE,4
0,235,EURUSD,25,1000,0,TRUE,1
41,0,DTSCH,25,1000,0,TRUE,6
0,74,EURUSD,25,1000,0,TRUE,11
0,113,DTSCH,25,1000,0,TRUE,16
1,0,DTSCH,25,1000,0,TRUE,14
0,29,EURUSD,5,1000,0,TRUE,9
148,0,EURUSD,10,1000,0,TRUE,3
43,0,DTSCH,25,1000,0,TRUE,2
0,137,EURUSD,25,1000,0,TRUE,15
128,0,EURUSD,25,1000,0,TRUE,5
183,0,DTSCH,25,1000,0,TRUE,12
145,0,EURUSD,25,1000,0,TRUE,1
271,0,DTSCH,15,1000,0,TRUE,4
11,0,EURUSD,10,1000,0,TRUE,7
101,0,DTSCH,25,1000,0,TRUE,2
76,0,EURUSD,25,1000,0,TRUE,13
184,0,DTSCH,25,1000,0,TRUE,6
8,0,EURUSD,25,1000,0,TRUE,5
0,111,EURUSD,25,1000,0,TRUE,15
218,0,EURUSD,25,1000,0,TRUE,11
294,0,DTSCH,25,1000,0,TRUE,16
5,0,EURUSD,25,11000,0,TRUE,3
146,0,EURUSD,25,1000,0,TRUE,1
0,98,EURUSD,25,1000,0,TRUE,13
199,0,DTSCH,25,1000,0,TRUE,2
133,0,DTSCH,25,1000,0,TRUE,6
166,0,DTSCH,25,1000,0,TRUE,4
0,249,EURUSD,25,1000,0,TRUE,9
0,296,DTSCH,15,1000,0,TRUE,14
12,0,EURUSD,10,1000,0,TRUE,5
0,283,EURUSD,15,1000,0,TRUE,1
0,129,DTSCH,15,1000,0,TRUE,12
216,0,EURUSD,20,1000,0,TRUE,15
96,0,EURUSD,25,1000,0,TRUE,11
198,0,DTSCH,25,1000,0,TRUE,2
135,0,EURUSD,25,1000,0,TRUE,13
37,0,DTSCH,25,1000,0,TRUE,6
7,0,EURUSD,25,1000,0,TRUE,1
30,0,DTSCH,25,1000,0,TRUE,4
38,0,DTSCH,10,1000,0,TRUE,8
0,280,EURUSD,10,1000,0,TRUE,3
200,0,DTSCH,25,1000,0,TRUE,2
178,0,EURUSD,25,1000,0,TRUE,15
0,60,EURUSD,25,1000,0,TRUE,13
147,0,EURUSD,25,1000,0,TRUE,1
0,31,DTSCH,15,1000,0,TRUE,6
186,0,EURUSD,10,1000,0,TRUE,9
0,164,EURUSD,25,1000,0,TRUE,5
177,0,DTSCH,25,1000,0,TRUE,4
197,0,DTSCH,25,1000,0,TRUE,2
180,0,EURUSD,23,1000,0,TRUE,15
232,0,EURUSD,25,1000,0,TRUE,11
230,0,EURUSD,25,1000,0,TRUE,13
278,0,EURUSD,20,1000,0,TRUE,3
0,94,DTSCH,25,1000,0,TRUE,6
0,250,EURUSD,20,1000,0,TRUE,9
0,179,DTSCH,25,1000,0,TRUE,4
229,0,EURUSD,25,1000,0,TRUE,15
91,0,EURUSD,25,1000,0,TRUE,1
124,0,EURUSD,25,1000,0,TRUE,13
40,0,DTSCH,10,1000,0,TRUE,2
0,162,EURUSD,25,1000,0,TRUE,5
0,258,EURUSD,25,1000,0,TRUE,3
257,0,EURUSD,25,1000,1000,FALSE,1
0,236,DTSCH,25,1000,1000,FALSE,4
219,0,DTSCH,25,1000,1000,FALSE,2
